detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
9.91,15.4,0.38,81.31,19.83,16,1,1.0,1
11.32,11.54,0.17,100.37,22.64,21,0,0.94,1
8.96,9.6,0.24,71.33,17.92,9,0,0.89,1
14.45,38.92,0.49,111.41,28.9,6,1,0.79,0
5.94,11.27,0.13,82.02,11.87,10,0,0.72,1
4.64,8.17,0.4,74.0,9.29,7,0,0.73,1
13.09,25.16,0.28,147.22,26.19,18,0,0.71,1
3.74,4.41,0.32,61.92,7.48,4,0,0.82,1
14.47,22.5,0.43,124.53,28.93,15,1,0.84,1
0.68,1.0,0.63,27.38,1.35,0,0,0.51,1
14.56,16.37,0.26,127.35,29.13,22,0,0.57,1
1.13,1.32,0.09,32.68,2.25,18,0,0.56,1
13.42,38.44,0.03,162.09,26.84,21,0,0.63,1
8.15,10.38,0.47,116.88,16.3,9,0,0.69,1
14.9,25.84,0.2,180.76,29.8,13,1,0.74,1
1.57,3.33,0.27,32.23,3.14,16,0,0.77,1
8.53,29.67,0.06,69.23,17.06,12,0,0.82,1
14.55,23.65,0.14,181.85,29.11,15,0,0.73,1
8.08,15.65,0.2,92.75,16.17,18,1,0.68,1
9.63,21.95,0.46,125.96,19.25,11,0,0.57,1
10.59,13.73,0.23,101.64,21.18,15,0,0.62,1
7.09,8.57,0.58,56.89,14.18,16,0,0.63,1
9.6,22.14,0.13,71.52,19.2,14,0,0.82,1
8.97,31.25,0.09,106.98,17.95,6,0,0.78,1
13.57,15.3,0.25,98.7,27.13,18,0,0.73,1
1.16,4.5,0.24,31.84,2.32,20,1,0.78,1
4.57,4.8,0.16,56.3,9.15,4,0,0.67,1
14.28,19.82,0.32,147.7,28.56,14,0,0.61,1
13.41,27.29,0.23,162.25,26.82,14,0,0.45,1
7.11,16.34,0.19,68.13,14.21,0,0,0.63,1
9.49,36.97,0.46,94.89,18.98,14,0,0.47,0
4.52,10.6,0.43,65.7,9.04,2,0,0.73,1
3.23,9.14,0.38,56.89,6.46,19,0,0.55,1
7.22,10.19,0.66,70.8,14.45,19,0,0.67,1
5.62,15.0,0.19,72.63,11.25,14,1,0.66,1
8.96,13.86,0.38,124.5,17.93,23,0,0.37,1
1.63,2.35,0.52,35.53,3.25,7,1,0.41,1
14.63,30.89,0.36,184.57,29.26,19,1,0.79,1
14.8,53.57,0.52,191.36,29.6,9,0,0.71,0
10.62,38.22,0.2,142.23,21.25,13,0,0.91,1
8.27,30.67,0.32,105.29,16.55,2,0,0.78,1
4.99,6.2,0.31,64.22,9.98,8,0,0.62,1
12.3,25.18,0.1,89.83,24.6,23,0,0.39,1
10.43,12.31,0.28,88.4,20.86,19,1,0.82,1
2.86,4.98,0.15,39.41,5.72,9,0,0.91,1
13.71,23.24,0.47,91.73,27.42,20,0,0.4,1
12.43,19.58,0.15,91.0,24.85,1,1,0.72,1
14.27,18.19,0.59,120.81,28.54,22,0,0.67,1
11.02,24.22,0.5,82.12,22.05,17,0,0.37,1
9.39,27.53,0.07,78.12,18.79,0,0,0.51,1
6.56,9.84,0.14,55.32,13.13,10,0,0.76,1
14.02,28.32,0.2,131.01,28.05,4,0,0.92,1
13.06,22.44,0.37,160.36,26.12,23,0,0.71,1
1.16,1.57,0.54,32.35,2.31,3,0,0.71,1
0.88,1.42,0.31,30.0,1.76,0,0,0.68,1
5.96,8.33,0.56,80.89,11.92,3,0,0.79,1
12.25,18.62,0.22,102.23,24.51,23,1,0.63,1
14.82,18.41,0.28,166.92,29.63,22,0,0.74,1
2.68,3.44,0.23,47.55,5.36,21,0,0.94,1
9.11,14.01,0.5,100.23,18.23,21,0,0.54,1
6.02,7.93,0.24,84.14,12.05,0,0,0.72,1
14.56,16.09,0.54,100.08,29.13,14,0,0.66,1
12.71,22.14,0.34,136.47,25.42,18,0,0.64,1
12.66,22.62,0.15,125.79,25.31,1,0,0.63,1
7.3,8.86,0.35,97.6,14.59,22,0,0.68,1
6.51,9.48,0.24,58.41,13.03,13,0,0.68,1
4.46,14.72,0.41,48.97,8.93,21,0,0.62,1
1.32,1.43,0.48,31.74,2.63,2,0,0.78,1
13.04,47.74,0.45,171.64,26.08,3,0,0.65,0
12.29,15.14,0.34,88.59,24.57,0,0,0.61,1
15.0,18.31,0.22,173.01,29.99,10,1,0.58,1
14.95,15.5,0.29,116.25,29.9,19,1,0.81,1
8.55,29.43,0.13,69.08,17.11,17,0,0.48,1
11.65,16.7,0.62,110.45,23.3,20,0,0.73,1
14.2,24.87,0.22,148.95,28.4,15,0,0.77,1
12.82,25.74,0.36,158.32,25.64,14,0,0.34,1
4.09,12.86,0.07,58.59,8.17,16,1,0.58,1
7.03,10.47,0.31,79.37,14.07,21,0,0.84,1
2.37,3.89,0.07,36.61,4.75,1,0,1.0,1
14.33,43.65,0.59,121.02,28.67,0,0,0.59,0
9.29,13.1,0.22,116.56,18.58,13,0,0.57,1
3.82,4.75,0.37,42.12,7.63,13,1,0.59,1
10.24,12.4,0.36,81.7,20.48,17,0,0.79,1
9.46,10.19,0.1,114.99,18.93,21,0,0.71,1
5.69,10.22,0.2,86.77,11.39,21,0,0.73,1
2.15,2.22,0.21,32.54,4.29,18,1,0.82,1
10.24,11.39,0.04,114.86,20.48,5,0,0.94,1
8.04,17.03,0.37,73.69,16.09,3,0,0.41,1
11.7,31.66,0.06,80.6,23.4,7,0,0.8,1
8.04,13.95,0.4,107.07,16.08,12,0,0.87,1
12.86,23.32,0.34,130.06,25.71,19,0,0.79,1
8.5,12.47,0.47,63.94,17.01,6,0,0.64,1
8.63,12.56,0.03,117.28,17.27,9,1,0.88,1
13.21,16.26,0.58,135.6,26.42,17,0,0.63,1
6.35,10.04,0.02,84.52,12.7,21,0,0.73,1
2.44,7.43,0.37,39.46,4.89,20,0,0.53,1
0.92,1.03,0.07,25.77,1.83,0,0,0.67,1
11.45,23.74,0.24,114.56,22.9,4,0,0.89,1
9.49,9.7,0.07,86.59,18.99,21,0,0.86,1
10.71,31.65,0.19,95.79,21.42,1,0,0.78,1
3.59,3.7,0.35,54.11,7.18,10,0,1.0,1
2.48,7.78,0.32,34.02,4.95,15,0,0.83,1
0.71,1.68,0.21,25.53,1.42,6,0,0.63,1
5.58,19.6,0.49,69.28,11.17,13,0,0.75,1
9.05,11.62,0.08,110.26,18.11,0,0,0.73,1
6.19,6.97,0.07,78.35,12.38,11,0,0.6,1
6.84,11.89,0.07,96.67,13.69,10,0,0.71,1
13.61,14.38,0.23,182.6,27.22,16,0,0.72,1
5.55,8.01,0.05,84.17,11.1,11,0,0.85,1
7.95,11.01,0.28,102.3,15.91,16,0,0.89,1
11.86,13.42,0.23,136.28,23.73,17,0,0.51,1
6.25,13.22,0.18,52.8,12.5,15,0,0.77,1
9.52,18.46,0.08,103.15,19.04,0,0,0.74,1
13.0,13.99,0.43,145.44,26.01,22,0,0.88,1
14.27,15.41,0.25,132.58,28.54,4,0,0.61,1
2.63,2.68,0.23,40.25,5.27,22,0,0.66,1
13.94,15.04,0.17,142.6,27.87,4,0,0.74,1
7.64,22.1,0.29,106.64,15.27,15,0,0.75,1
4.24,4.89,0.56,48.98,8.49,23,0,0.81,1
7.16,12.84,0.13,75.78,14.31,23,0,0.86,1
14.71,14.81,0.14,160.8,29.42,18,0,0.67,1
7.64,12.65,0.09,68.17,15.29,1,0,0.57,1
5.27,7.92,0.29,77.12,10.53,6,0,0.56,1
9.68,14.96,0.39,113.57,19.37,15,0,0.91,1
3.98,8.11,0.11,49.73,7.96,22,0,0.55,1
1.6,5.22,0.23,36.09,3.2,2,0,0.85,1
2.37,2.57,0.21,36.48,4.74,17,0,0.39,1
2.36,2.77,0.33,44.56,4.71,9,0,0.79,1
2.7,7.62,0.34,34.85,5.41,1,0,0.68,1
2.51,3.02,0.19,40.07,5.03,18,0,0.82,1
9.79,13.61,0.08,86.9,19.59,14,0,0.66,1
3.14,5.63,0.09,53.62,6.27,15,0,0.68,1
5.51,12.51,0.15,76.61,11.02,7,0,0.73,1
13.5,15.09,0.29,167.09,27.01,7,1,0.53,1
7.37,9.51,0.11,90.49,14.74,16,0,0.72,1
10.18,15.4,0.3,127.57,20.36,20,0,0.71,1
3.0,4.24,0.29,44.2,6.0,13,0,0.95,1
3.29,10.33,0.67,52.05,6.58,20,0,0.83,1
1.09,1.8,0.52,25.7,2.19,17,0,0.82,1
2.95,7.46,0.79,52.93,5.9,20,0,0.74,1
4.54,11.17,0.33,64.46,9.08,15,0,0.82,1
3.07,4.11,0.32,53.93,6.13,5,0,0.46,1
1.79,1.91,0.12,38.57,3.57,22,1,0.84,1
2.25,4.07,0.52,35.75,4.5,16,0,0.58,1
7.18,17.7,0.16,69.62,14.36,18,0,0.51,1
3.49,4.74,0.14,57.0,6.98,3,0,0.68,1
5.78,6.4,0.53,56.39,11.56,22,0,0.79,1
7.8,9.61,0.41,65.04,15.6,23,0,1.0,1
10.51,11.66,0.12,73.66,21.02,20,0,0.4,1
1.07,1.64,0.14,27.59,2.14,6,0,0.61,1
12.09,14.86,0.16,88.86,24.18,17,0,0.72,1
9.6,27.05,0.25,121.92,19.21,7,0,0.61,1
1.69,3.3,0.37,34.14,3.37,17,0,1.0,1
13.17,24.29,0.44,109.11,26.33,18,0,0.78,1
13.85,21.87,0.26,147.65,27.71,18,1,0.67,1
1.39,1.46,0.21,27.61,2.77,5,0,0.51,1
4.51,4.98,0.37,65.52,9.03,11,1,0.61,1
12.19,34.74,0.25,123.73,24.38,5,0,0.81,1
11.35,29.9,0.13,77.26,22.7,13,0,0.61,1
3.18,6.13,0.53,42.97,6.35,16,0,0.8,1
3.54,7.55,0.23,56.24,7.07,11,0,0.78,1
5.87,8.26,0.14,57.09,11.74,1,1,0.75,1
7.53,8.12,0.19,108.3,15.05,12,0,0.79,1
9.46,9.74,0.4,126.73,18.93,4,0,0.82,1
5.85,7.9,0.12,81.11,11.7,21,0,0.69,1
7.21,8.2,0.52,60.0,14.41,5,0,0.66,1
11.34,17.61,0.34,104.78,22.68,0,0,0.68,1
1.03,2.54,0.4,27.31,2.06,7,0,0.49,1
4.16,6.47,0.35,44.81,8.32,8,1,0.89,1
10.84,16.27,0.12,150.09,21.69,11,0,0.47,1
13.48,16.71,0.35,101.29,26.96,20,1,0.42,1
7.92,19.09,0.09,77.08,15.84,9,0,0.97,1
8.22,15.61,0.34,111.69,16.43,2,1,0.85,1
2.05,3.93,0.2,32.35,4.11,9,0,0.68,1
6.99,7.21,0.2,77.9,13.97,13,1,0.93,1
8.22,14.11,0.12,117.28,16.45,4,0,0.63,1
4.02,4.92,0.22,47.03,8.03,4,0,0.86,1
4.4,5.42,0.33,63.69,8.81,12,1,0.65,1
5.97,13.29,0.09,53.2,11.94,16,1,0.78,1
0.79,1.17,0.15,27.28,1.58,9,0,0.71,1
5.17,5.62,0.28,58.12,10.34,1,0,0.46,1
3.57,5.88,0.03,55.29,7.13,14,0,0.6,1
5.25,5.47,0.05,62.15,10.5,12,0,0.64,1
2.24,5.44,0.13,35.86,4.47,4,0,0.74,1
13.41,43.89,0.28,138.33,26.83,16,0,0.7,0
9.11,9.91,0.32,74.44,18.21,22,0,0.44,1
10.35,11.68,0.35,130.72,20.69,22,0,0.58,1
11.94,12.01,0.31,142.47,23.89,4,0,0.89,1
7.73,10.17,0.34,88.12,15.45,13,0,0.66,1
1.76,1.85,0.16,33.32,3.52,9,0,0.49,1
8.29,9.52,0.27,114.54,16.58,14,0,0.85,1
9.01,10.2,0.31,105.06,18.02,1,0,0.67,1
11.31,16.71,0.37,99.09,22.62,23,0,0.84,1
6.76,12.59,0.04,91.96,13.52,18,1,0.6,1
2.35,2.47,0.23,42.2,4.7,4,0,0.58,1
4.61,8.04,0.35,47.18,9.23,5,0,0.57,1
5.76,8.81,0.14,53.43,11.53,12,0,0.72,1
9.87,16.88,0.17,134.12,19.73,21,0,1.0,1
8.78,13.03,0.11,81.57,17.55,7,0,0.64,1
5.66,9.39,0.54,74.62,11.33,12,0,0.73,1
14.8,51.77,0.13,97.8,29.61,13,1,1.0,0
9.28,10.18,0.18,102.58,18.57,15,0,0.71,1
3.94,6.75,0.2,46.07,7.88,0,0,0.54,1
1.98,2.86,0.11,31.81,3.95,4,0,0.69,1
2.72,7.67,0.3,48.29,5.43,22,0,0.74,1
4.07,16.1,0.23,63.38,8.13,20,0,0.54,1
2.83,6.52,0.63,48.32,5.66,7,0,0.63,1
3.21,4.12,0.16,36.28,6.41,1,0,0.58,1
4.63,14.28,0.07,52.41,9.27,20,0,1.0,1
3.01,3.23,0.53,42.68,6.03,19,0,0.5,1
13.5,32.83,0.23,152.82,27.01,2,0,0.61,1
1.66,4.12,0.2,37.11,3.33,1,0,0.47,1
8.11,20.99,0.25,96.15,16.21,23,0,0.58,1
6.45,24.76,0.41,87.89,12.9,10,0,0.66,1
14.74,17.79,0.59,137.82,29.49,3,0,0.79,1
2.12,2.34,0.08,38.68,4.25,13,0,0.82,1
6.27,8.82,0.64,54.16,12.54,13,1,0.63,1
14.56,37.22,0.09,136.32,29.11,9,1,0.76,0
13.05,28.13,0.51,124.77,26.1,19,0,0.39,1
12.35,20.34,0.11,134.59,24.7,3,0,0.73,1
4.24,4.39,0.28,52.41,8.48,6,0,0.62,1
2.98,6.84,0.15,39.86,5.96,9,0,0.67,1
10.2,12.76,0.23,87.93,20.39,2,0,0.86,1
13.98,24.11,0.42,102.98,27.95,4,0,0.66,1
8.57,18.11,0.41,104.93,17.15,3,0,0.8,1
8.79,14.85,0.33,102.24,17.58,16,0,0.41,1
4.56,15.03,0.14,61.29,9.12,19,0,0.72,1
11.66,13.73,0.34,121.62,23.32,22,0,0.95,1
3.21,7.43,0.15,44.32,6.42,10,0,0.64,1
5.19,6.54,0.28,73.91,10.39,4,0,0.54,1
6.67,22.14,0.36,96.39,13.34,11,0,0.81,1
7.86,8.13,0.11,83.51,15.72,13,0,0.81,1
4.01,10.17,0.14,51.57,8.03,21,0,0.78,1
2.17,2.37,0.13,33.29,4.33,12,0,0.4,1
9.35,10.91,0.24,110.69,18.71,10,0,0.6,1
4.69,4.8,0.33,61.73,9.37,21,0,0.58,1
8.93,14.67,0.19,126.39,17.86,11,1,0.67,1
2.74,3.44,0.57,44.89,5.48,6,1,0.53,1
7.48,14.16,0.1,72.49,14.95,0,0,0.79,1
8.22,21.18,0.32,93.51,16.45,21,0,0.75,1
1.25,2.15,0.57,34.88,2.5,8,0,1.0,1
5.38,14.38,0.04,74.15,10.76,20,0,0.79,1
2.45,2.48,0.11,34.45,4.9,22,0,0.58,1
1.42,4.4,0.08,30.5,2.84,18,0,0.6,1
14.85,21.47,0.19,125.33,29.71,3,0,0.88,1
5.17,7.19,0.09,76.9,10.35,3,0,0.39,1
12.24,18.73,0.12,133.59,24.49,10,0,0.52,1
4.19,5.61,0.51,64.73,8.38,5,0,0.78,1
10.38,30.79,0.34,84.72,20.76,18,0,0.81,1
11.52,17.3,0.4,150.86,23.05,18,1,0.69,1
9.14,19.63,0.18,69.41,18.27,20,0,0.65,1
7.34,7.68,0.42,75.94,14.68,10,0,0.62,1
6.47,7.88,0.1,53.0,12.94,17,0,0.59,1
5.56,5.68,0.21,54.96,11.12,16,0,0.67,1
13.98,50.25,0.16,184.04,27.96,13,0,0.98,0
12.54,27.04,0.44,89.61,25.09,17,0,0.34,1
14.49,36.55,0.25,107.22,28.99,13,0,0.55,0
2.3,8.91,0.22,46.42,4.6,12,0,0.96,1
11.1,25.7,0.2,130.66,22.2,8,0,0.84,1
14.11,18.58,0.41,130.71,28.21,18,0,0.5,1
3.13,7.39,0.21,37.15,6.26,10,0,0.67,1
1.46,2.32,0.08,35.37,2.93,18,0,0.82,1
11.25,12.28,0.62,115.02,22.49,16,0,0.86,1
8.83,11.46,0.3,84.11,17.66,15,0,0.55,1
12.71,23.27,0.05,115.62,25.41,17,0,0.59,1
2.53,4.77,0.25,41.57,5.05,14,0,0.55,1
12.03,20.33,0.06,126.58,24.06,21,0,0.66,1
3.42,8.94,0.16,56.72,6.85,13,0,0.77,1
2.87,3.96,0.49,49.88,5.75,14,1,0.89,1
2.88,5.51,0.34,49.88,5.76,17,0,0.49,1
12.31,13.84,0.16,144.41,24.62,11,0,0.85,1
10.15,12.41,0.61,124.54,20.29,9,0,0.73,1
8.08,11.42,0.07,98.77,16.17,7,0,0.66,1
5.7,10.9,0.2,83.17,11.41,21,0,1.0,1
13.22,32.44,0.3,137.68,26.44,17,0,0.95,1
6.19,7.44,0.46,73.52,12.38,21,0,0.43,1
12.34,20.07,0.29,142.28,24.68,13,0,0.96,1
6.87,16.41,0.2,62.32,13.73,17,0,0.7,1
5.97,15.05,0.07,82.27,11.93,0,1,0.5,1
7.21,19.27,0.33,103.28,14.42,15,0,0.89,1
4.87,5.85,0.17,54.45,9.74,4,1,0.9,1
11.34,26.89,0.57,125.21,22.68,20,1,0.71,1
7.79,12.08,0.19,60.73,15.58,7,0,0.77,1
3.87,6.57,0.05,60.07,7.73,19,0,0.72,1
13.54,19.78,0.16,140.78,27.09,1,0,0.69,1
6.07,6.68,0.12,78.94,12.13,22,0,0.95,1
8.38,9.3,0.21,70.3,16.76,18,0,0.66,1
13.64,23.19,0.17,165.53,27.29,2,0,0.9,1
9.55,36.52,0.25,84.87,19.1,7,0,0.78,0
2.2,3.85,0.14,41.5,4.39,2,0,0.51,1
14.13,20.05,0.17,149.3,28.26,17,0,0.68,1
9.6,14.37,0.49,111.95,19.2,7,0,0.69,1
5.36,7.25,0.44,48.66,10.71,17,0,0.62,1
2.52,6.89,0.36,45.68,5.04,23,0,0.63,1
12.01,16.35,0.22,146.94,24.03,4,0,0.8,1
9.49,24.53,0.28,99.0,18.98,9,0,0.83,1
8.24,10.13,0.11,84.75,16.47,10,0,0.79,1
13.46,26.69,0.13,119.59,26.92,3,0,0.73,1
11.93,15.25,0.17,157.19,23.87,9,1,0.64,1
2.7,9.44,0.55,47.76,5.4,4,0,0.64,1
5.02,9.03,0.11,69.65,10.04,11,0,0.74,1
4.1,5.27,0.32,67.1,8.21,9,0,0.81,1
11.29,26.86,0.43,103.99,22.57,11,0,0.95,1
0.99,1.17,0.65,29.28,1.97,4,0,0.76,1
8.76,12.12,0.6,105.9,17.53,10,0,0.8,1
11.56,16.73,0.44,158.36,23.11,0,0,0.46,1
13.21,25.65,0.24,125.58,26.43,4,1,0.44,1
5.46,8.92,0.26,62.6,10.92,22,0,0.6,1
12.41,17.78,0.09,89.38,24.82,23,0,0.78,1
2.1,3.48,0.08,31.97,4.21,23,0,0.62,1
12.77,16.51,0.22,129.63,25.55,13,0,0.37,1
2.35,4.08,0.41,34.56,4.7,1,1,0.67,1
6.26,15.59,0.41,54.5,12.52,9,0,0.95,1
12.06,29.38,0.44,161.77,24.12,0,0,0.88,1
2.67,10.51,0.37,51.18,5.35,12,0,0.48,1
3.82,8.04,0.21,47.83,7.65,3,0,0.7,1
10.97,13.52,0.24,135.53,21.95,2,1,0.64,1
10.94,12.94,0.28,141.53,21.88,11,0,0.66,1
9.8,24.38,0.09,100.85,19.59,11,0,0.77,1
10.56,10.9,0.09,89.35,21.12,15,0,0.66,1
8.37,13.35,0.41,69.45,16.74,13,1,0.91,1
4.15,4.43,0.14,44.85,8.3,7,0,0.49,1
5.51,7.07,0.14,78.32,11.03,21,0,0.81,1
3.13,3.96,0.35,44.1,6.27,12,0,0.85,1
13.67,43.57,0.09,154.74,27.35,15,0,0.66,0
8.96,21.59,0.2,98.58,17.92,14,0,0.74,1
6.31,24.6,0.43,69.0,12.62,13,0,1.0,1
7.2,9.15,0.33,62.23,14.4,4,0,0.7,1
14.24,28.0,0.07,124.41,28.47,5,1,0.82,1
2.72,3.24,0.25,49.64,5.45,21,0,0.85,1
9.0,17.85,0.05,116.12,18.0,16,0,0.54,1
7.84,9.06,0.07,60.73,15.67,8,0,1.0,1
9.37,26.91,0.04,76.03,18.73,17,0,0.66,1
0.76,2.01,0.34,27.85,1.53,11,0,0.67,1
13.15,26.0,0.14,116.62,26.29,12,0,0.8,1
14.02,25.19,0.15,153.22,28.03,16,0,0.72,1
8.69,17.0,0.15,97.72,17.39,6,0,0.65,1
10.6,12.89,0.11,121.4,21.2,20,0,0.8,1
13.88,43.0,0.18,94.6,27.75,21,1,0.51,0
10.75,20.95,0.2,143.87,21.51,19,0,0.93,1
2.71,3.09,0.64,33.96,5.42,7,0,0.76,1
8.86,29.51,0.54,64.78,17.71,22,0,0.79,0
9.3,9.72,0.42,81.21,18.59,0,1,0.65,1
6.65,6.72,0.28,99.5,13.3,11,0,0.62,1
11.18,35.33,0.2,81.57,22.36,21,0,0.52,0
14.05,29.99,0.57,176.24,28.1,18,0,0.81,1
13.92,26.3,0.31,105.11,27.84,7,0,0.46,1
7.04,8.46,0.28,60.56,14.07,11,0,0.73,1
2.14,3.07,0.33,42.39,4.28,5,0,0.62,1
14.78,20.16,0.5,181.5,29.56,21,1,0.73,1
12.66,15.48,0.27,153.55,25.33,20,0,0.56,1
2.31,6.82,0.08,35.43,4.62,23,0,0.89,1
13.85,15.83,0.03,174.58,27.7,5,0,0.55,1
13.11,16.83,0.12,92.17,26.23,6,1,0.27,1
8.02,11.75,0.31,79.32,16.05,8,1,0.65,1
9.07,9.89,0.15,94.79,18.15,11,0,0.57,1
6.29,8.11,0.37,54.41,12.57,5,0,0.66,1
1.29,3.22,0.43,31.72,2.59,5,0,0.58,1
5.36,9.37,0.33,67.79,10.72,8,0,0.74,1
12.14,19.57,0.1,165.03,24.28,21,0,0.5,1
0.57,1.95,0.14,25.3,1.13,6,0,0.7,1
5.34,5.52,0.6,61.53,10.67,3,0,0.65,1
6.27,18.11,0.59,86.07,12.55,20,0,0.56,1
8.29,10.73,0.6,80.9,16.58,23,0,0.52,1
13.84,21.98,0.45,140.81,27.68,12,0,0.9,1
5.52,20.51,0.58,49.75,11.04,9,0,0.51,1
5.53,5.86,0.09,60.15,11.06,9,0,0.59,1
11.19,12.59,0.16,117.35,22.39,20,0,0.87,1
7.06,10.97,0.37,89.98,14.11,3,0,0.72,1
3.76,8.91,0.11,41.39,7.51,23,0,0.73,1
7.06,20.69,0.27,94.7,14.12,20,0,0.57,1
2.54,4.87,0.15,48.73,5.08,17,0,0.67,1
3.06,6.92,0.56,41.3,6.12,23,0,1.0,1
7.73,12.26,0.27,100.02,15.45,7,0,0.86,1
6.57,6.74,0.17,61.17,13.15,22,0,0.54,1
13.77,20.21,0.59,139.26,27.53,14,0,0.65,1
5.75,6.27,0.14,80.9,11.51,8,0,0.31,1
8.92,12.08,0.28,88.72,17.84,3,0,0.8,1
9.67,15.94,0.48,70.12,19.34,6,0,0.54,1
0.69,0.77,0.11,26.06,1.38,0,0,0.77,1
10.12,16.77,0.24,130.45,20.24,16,0,0.7,1
3.08,3.42,0.1,37.74,6.16,2,0,0.64,1
14.44,30.8,0.34,95.17,28.87,21,0,0.66,1
2.66,7.66,0.46,48.32,5.31,23,1,0.66,1
6.51,7.3,0.21,64.74,13.02,20,0,0.53,1
1.74,2.52,0.27,33.12,3.48,18,0,0.83,1
14.95,16.31,0.45,103.88,29.91,17,0,0.71,1
7.78,8.16,0.17,64.17,15.56,14,0,0.89,1
9.13,31.47,0.14,104.95,18.27,9,0,0.46,1
1.47,2.35,0.31,33.06,2.95,14,0,0.84,1
11.37,21.41,0.29,100.15,22.75,23,0,0.62,1
3.54,4.93,0.18,48.95,7.09,6,0,0.63,1
13.52,16.0,0.44,124.35,27.04,5,0,0.85,1
3.47,7.55,0.29,54.28,6.95,13,0,0.87,1
3.26,4.89,0.39,56.03,6.53,17,0,0.93,1
1.03,1.32,0.43,30.67,2.06,17,0,0.69,1
7.34,20.94,0.2,56.95,14.69,5,0,0.66,1
8.69,10.1,0.27,69.51,17.38,12,0,0.91,1
1.45,2.06,0.27,31.63,2.91,10,0,0.8,1
11.75,12.21,0.19,148.76,23.49,8,0,0.74,1
7.07,14.02,0.22,67.1,14.15,11,0,0.39,1
8.1,24.47,0.45,110.38,16.21,18,0,0.65,1
6.89,10.94,0.27,59.76,13.78,18,0,0.63,1
6.31,20.08,0.16,54.76,12.62,20,0,0.66,1
8.61,8.82,0.09,118.16,17.23,15,1,0.58,1
2.75,9.86,0.1,36.87,5.5,2,0,0.64,1
3.14,3.85,0.09,45.88,6.28,6,1,0.92,1
13.0,20.19,0.57,114.63,25.99,21,1,0.84,1
14.22,27.01,0.39,105.79,28.44,9,0,0.77,1
5.91,19.75,0.27,75.73,11.83,18,0,0.75,1
4.43,6.18,0.56,71.98,8.85,5,0,0.55,1
9.84,14.28,0.34,114.51,19.68,8,0,0.78,1
6.43,13.95,0.07,68.04,12.85,17,0,0.78,1
0.87,0.93,0.11,28.67,1.74,11,0,0.7,1
2.76,5.78,0.23,36.59,5.53,4,1,0.51,1
10.88,18.53,0.2,118.59,21.76,4,0,0.92,1
10.05,15.28,0.3,103.31,20.11,5,0,0.68,1
0.89,2.75,0.42,26.71,1.79,17,0,0.76,1
3.72,3.92,0.18,57.84,7.44,5,0,0.82,1
3.85,7.25,0.72,42.45,7.7,0,0,0.48,1
10.24,32.98,0.34,109.41,20.48,10,0,0.93,1
0.79,1.45,0.36,28.63,1.57,15,0,0.51,1
2.01,2.87,0.26,32.89,4.02,6,0,0.68,1
12.1,19.05,0.44,102.9,24.2,16,0,0.92,1
3.09,4.01,0.27,49.73,6.18,17,0,0.52,1
9.96,34.17,0.16,123.71,19.93,3,0,0.65,1
3.95,8.53,0.31,47.61,7.91,4,0,0.82,1
1.94,2.25,0.34,34.6,3.88,0,0,0.89,1
4.03,12.99,0.21,60.98,8.05,0,1,0.5,1
10.97,12.31,0.16,96.78,21.95,4,0,0.54,1
12.91,40.47,0.25,144.74,25.82,21,0,0.67,1
12.54,14.32,0.29,96.63,25.08,18,0,0.79,1
6.26,12.02,0.35,69.32,12.52,12,1,0.68,1
10.19,14.37,0.39,120.05,20.37,4,0,0.7,1
3.47,9.52,0.3,48.54,6.94,17,0,0.67,1
4.75,15.86,0.2,44.39,9.5,23,0,0.72,1
13.5,32.76,0.33,125.88,26.99,2,0,0.75,1
0.69,1.99,0.19,24.83,1.38,2,1,0.78,1
1.74,3.59,0.11,29.93,3.48,8,0,0.94,1
3.51,5.53,0.17,37.8,7.03,19,0,0.75,1
0.88,1.28,0.24,24.71,1.77,13,0,0.8,1
3.13,3.72,0.3,56.46,6.26,2,0,0.82,1
8.95,12.06,0.22,111.77,17.91,20,0,0.82,1
6.61,9.36,0.31,96.54,13.22,21,1,0.75,1
13.44,24.06,0.26,98.02,26.89,13,0,0.95,1
12.35,20.41,0.23,131.1,24.71,16,0,0.41,1
5.46,9.73,0.08,50.46,10.91,22,0,0.69,1
4.26,4.83,0.06,42.11,8.52,3,0,0.75,1
6.01,14.21,0.1,69.63,12.01,17,0,0.61,1
9.06,35.63,0.2,106.28,18.12,15,0,0.91,1
4.39,5.94,0.14,43.89,8.77,1,0,0.39,1
9.55,23.77,0.25,92.16,19.1,1,0,0.64,1
6.44,7.01,0.12,56.24,12.87,11,1,0.44,1
8.5,9.51,0.21,84.08,17.01,15,0,0.64,1
6.82,22.19,0.08,76.66,13.65,9,0,0.58,1
4.77,14.46,0.13,55.12,9.54,23,0,0.75,1
14.25,22.94,0.36,148.75,28.51,1,0,1.0,1
11.57,16.37,0.39,125.22,23.14,15,0,0.9,1
2.53,5.55,0.16,38.56,5.06,3,0,0.49,1
13.09,16.62,0.17,121.17,26.19,9,1,0.77,1
7.57,10.87,0.22,81.2,15.14,16,0,0.62,1
13.47,27.29,0.54,122.78,26.94,3,0,0.83,1
12.1,44.97,0.25,144.91,24.2,21,0,0.82,0
6.67,8.2,0.13,59.86,13.33,5,0,0.91,1
